ROC AUC Scores
0.8907407407407407,1.0,1.0,0.9940711462450592,0.9493006993006994
Average ROC AUC Score: 0.9668225172573
Average Precision Scores
0.9437289756060885,1.0,1.0,0.9985817837303981,0.9700026320094092
Average Average Precision Score: 0.9824626782691791
